result,state,turn
BW,OOOBBBOOOOOOOOOOOOOOOOOOOOOOOBWOWOOOBBWOTOOBBBOOOWOBOOOOOOWKOOWOOOOBOOOOOOOBOBOOO,B
BW,OOOBOBOOOOOOOOOOOOOOOOOOOOOOOBOBWOOOBBWOTOOBBBOOOWOBOOOOOOWKOOWOOOOBOOOOOOOBOBOOO,W
BW,OOOBOBOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWOBOOOOOOWKOOWOOOOBOOOOOOOBOBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWBBOOOOOOWKOOWOOOOBOOOOOOOBOBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWBBOOOOOOWOOKWOOOOBOOOOOOOBOBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWBBOOOOOOWOOKWOOOOOOOBOOOOBOBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWBBOOOOOOOWOKWOOOOOOOBOOOOBOBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOOOOOOOOOOBOBOOWOBBWOTOOBBBOOOWBOBOOOOOOWOKWOOOOOOOBOOOOBOBOOO,BW
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOOWOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOOWOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBOOOWOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOWOOOBOBOOOWOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOBOWOOOBOBOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOBOOWOOBOBOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOBOOWOOBOOOBOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOBWOOOOBOOOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOOBBOOOOOOOBOOOOOBOBOOOBOOOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOOBBOOOOOOOBOOOOOBOBOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBWOO,B
WW,OOOOBBOOOOOOOBOOOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBWOO,W
WW,OOOOBBOOOOOOOBOOOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,B
WW,OOOOBBOOOOOOOOOBOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,W
WW,OOOOBBOOOOOOOOOBOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOWOOOBOOOOOOOOOBBBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOWOOOBOOOOOOOOOBBBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOBOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOWOWOOOBBOOWKWOOBBOOOWOOOBOOOOOBOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOWOWOOOBBOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBBOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBOOBOKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOOOBOBOOOOOWOOOBOOOOOOOOOBOBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWBOOBOBOOOOOWOOOBOOOOOOOOOBOOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOWOBOBOOOOOWOOOBOOOOOOOOOBOOOOO,B
WW,OOBOOBOOOOOOOOOBOOOBOOOOOBOOOOOBWOOBOOOWKWOBOBOOOWOWOBOBOOOOOWOOOBOOOOOOOOOBOOOOO,W
WW,OOBOOBOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWOBOBOOOWOWOBOBOOOOOWOOOBOOOOOOOOOBOOOOO,B
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWOBOBOOOWOWOBOBOOOOOWOOOBOOOOOOOOOBOOOOO,W
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBOOOOKWOBOBOOOWOWOBOBOOOOOWOOOBOOOOOOOOOBOOOOO,B
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBOOOOKWOBOBOOOWOWOBOOOOOOBWOOOBOOOOOOOOOBOOOOO,W
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBOOOOKOOBOBOOOWOWOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOWWOOOBOOOOKOOBOBOOOWOWOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOBOOOWKOOBOBOOOWOWOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOBOOOWKOOBOOBOOWOWOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOBOOOWKOWBOOBOOWOOOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWBOOOOOOWKOWBOOBOOWOOOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOBOOWOOOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOOOBWOOOBOOOOOWOWOOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOOOBWOOOBOOOOOWOOWOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOOOBOBOOOOOOOOWOOWOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOOOOOBOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOWOOOOOWKOOBOOOBOOOOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOBOOOOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOOOBOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOBOOOOOOBOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOBOOOOBOOOOOOOOWOOOOWOOBOOOOOOOOOBOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOBOOOOBOOOOOOOOOOOWOWOOBOOOOOOOOOBOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOBOOOOBOOOOOOOOBOOWOWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOBOOOOOOOOBOOWOWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOBOOOOOOOOOOBWOWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOBOOOOOOOOOOBOOWOOBOOOWOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKBOBOOOOBOOOOOOOOOOOOOWOOBOOOWOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOBOOOOOOOOOOOOOWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKOWBOOOOOOBOOOOOOOOOOOWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOBOOOOOOBOOOOOOOOOOOWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOWOOOOOOOWKWOOOOOOOOBOOOOOOOOOOBWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOOWOOOOOWKWOOOOOOOOBOOOOOOOOOOBWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOOWOOOOOWKWOOOOOOOOOBOOOOOOOOOBWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKWOOOOOOOOOBOOOOOOOOOBWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKWOOOOBOOOOOOOOOOOOOOBWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOBOOOOOOOOOOOOWOBWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOOOOBOOOOOOOOOWOBWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOOOOOOOOOOOOOWOOBWOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOOOOOOOOOOOOOWBOOWOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOOOOOOOOOOOOOWOWOOOOBOOOOOOOOOOOOOOO,B
WW,OOOOBOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOOOOOWKOOOOOOBOOOOOOOOOOWOWOOOOBOOOOOOOOOOOOOOO,W
WW,OOOOBOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOOOOOOKOOOOOOBWOOOOOOOOOWOWOOOOBOOOOOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOOOOBWOOOOOOOKOOOOOOBWOOOOOOOOOWOWOOOOBOOOOOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOOOOBWWOOOOOOKOOOOOOBWOOOOOOOOOWOOOOOOBOOOOOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOBOOOWWOOOOOOKOOOOOOBWOOOOOOOOOWOOOOOOBOOOOOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOBOOOWWOOOOOOTOKOOOOBWOOOOOOOOOWOOOOOOBOOOOOOOOOOOOOOO,B
WW,OOOOOOOOOOOBOOOBOOOBOOOOOBOOBOOOWWOOOOOOTOKOOOOOWOOOOOOOOOWOOOOOOBOOOOOOOOOOOOOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOOWOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOOWOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBOOOWOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOOOWOOOBOBOOOWOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOBOWOOOBOBOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOBOOWOOBOBOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOBBBOOOOOOOBOOOOOBOOWOOBOOOBOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOBBBOOOOOOOBOOOOOBWOOOOBOOOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,B
WW,OOOOBBOOOOOOOBOOOOOBOBOOOBOOOOOWOOOBBOWWKWWOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBOOO,W
WW,OOOOBBOOOOOOOBOOOOOBOBOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBWOO,B
WW,OOOOBBOOOOOOOBOOOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOWOOOOOOBOOOOOOOOOBBBWOO,W
WW,OOOOBBOOOOOOOBOOOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,B
WW,OOOOBBOOOOOOOOOBOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,W
WW,OOOOBBOOOOOOOOOBOOOBBOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOWOOOBOOOOOOOOOBBBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOWOOOBOOOOOOOOOBBBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOOOOWOOBOOOOOOOOOBBBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBBOWWKWOOBBOOOWOOOBOOOOOBOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOWOWOOOBBOOWKWOOBBOOOWOOOBOOOOOBOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOWOWOOOBBOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBBOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOWWOOOBOOBOKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBBOWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOWOOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOOBBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOOOBOBOOOOOOWOOBOOOOOOOOOBOBWOO,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOOOBOBOOOOOWOOOBOOOOOOOOOBOBWOO,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWOBOBOOOWOOOOOBOOOOOWOOOBOOOOOOOOOBOBWOB,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWBOBOOOWOOOOOBOOOOOWOOOBOOOOOOOOOBOBOOB,B
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWBOBOOOWBOOOOBOOOOOWOOOBOOOOOOOOOBOOOOB,W
WW,OOBOBBOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,B
WW,OOBOOBOOOOOOOOOBOOOBOOOOOBOOOOOBWOOBOOOWKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,W
WW,OOBOOBOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,B
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,W
WW,OOBOBOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,B
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOBWOOBOOOWKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,W
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWWBOBOOOWOOOOOBOOOWOOOOOBOOOOOOOOOBOOOOB,B
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOWOWOOBOOOOKWWOOBOOOWOOOOOBOOOWOBOOOBOOOOOOOOOBOOOOB,W
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOBOOOWOOOOOBOOOWOBOOOBOOOOOOOOOBOOOOB,B
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOBOOOWOOOOOBOOOWOBOOOBOOOOOOOOOBOOBOO,W
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOBOOOWOOOOOBOOOWOBOOOBOOOOOOOOOBOOBOO,B
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOBOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOBOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOOOBOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOOOBOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOBOOOOOOOOBOOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOBOOOOOOOOBOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOBOOOOOOBOOOOOBOOOBOOOOOBOOOOOOWOOBOOOWKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOBOOOOOOBOOOOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOBOOOOOOOOOBOOBOOOBOOOOOBOOOOOOOWOBOOOWKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOBOWOOOBOOOOOOOWOBOOOOKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOBOWOOOBOOOBOOOWOBOOOOKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOOBWOOWOBOOOOKWWOOOOOOWOOOOOBOOOWOBOOOBOOOBOOOOOBOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOOBWOOWOBOOOOKWWOOOOOBWOOOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOBOOOOOBOOOBWOOWOBOOOOKOWOOOOOBWWOOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOOOOOBOBOOOBWOOWOBOOOOKOWOOOOOBWWOOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOOOOOBOBOOOBWOOWOBOOOOKOOOOOOOBWWWOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOBOOOOOOOOOOOOBOOOOOOOBOBOOOOWOOWOBOOOOKOOOOOOOBWWWOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOOOOOBOBOOOOOOWWOBOOOOKOOOOOOOBWWWOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOBOOOOOOOOOOOOBOOOOOOOBOBOOOOOOWWOOOOOOKOOOBOOOBWWWOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOOOOOBOBOOOOWOOWOOOOOOKOOOBOOOBWWWOOOBOOOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOBOOOOOOOOOOOOBOOOOOOOBOBOOOOWOOWOOOOOOKOOOBOOOOWWWOOOBOBOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOBOOOOOOOOOOOOBOOOOOOKBOBOOOOWOOWOOOOOOTOOOBOOOOWWWOOOBOBOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOOBOKBOBOOOOWOOWOOOOOOTOOOBOOOOWWWOOOBOBOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOOBOKOWBOOOOWOOOOOOOOOTOOOBOOOOWWWOOOBOBOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOOBOKOWBOOOOWOOOOOOOOOTOOOBOOOOOWWOOOBOOBWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOOBOKOWBOOOOOOOOOOOOOOTOOOBOOOOOWWOOOBOWOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOOOOOBOOOOOBKOWBOOOOOOOOOOOOOOTOOOBOOOOOWWOOOBOWOWOBOOOBOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOOOOOBOOOOOBOKWBOOOOOOOOOOOOOOTOOOBOOOOOWWOOOBOWOWOBOOOBOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOBOOOBOOOOOBOKWBOOOOOOOOOOOOOOTOOOBOOOOOWWOOOBOWOWOBOOOOOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOBOOOBOOOOOBOKOBOOOOOOOOOOOOOOTOWOBOOOOOWWOOOBOWOWOBOOOOOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOBOOOBOOOOOBOKOBOOOOOOOOOBOOOOTOWOOOOOOOWWOOOBOWOWOBOOOOOOOBOOOOOOOOOOO,W
WW,OOOOOOOOOOOBOOOBOOOOOBOKOBOOOOOOOOOBOOOOTOWOOOOOWOOWOOOBOWOWOBOOOOOOOBOOOOOOOOOOO,B
WW,OOOOOOOOOOOBOOOBOOOOOBOKOBOOOOOOBOOOOOOOTOWOOOOOWOOWOOOBOWOWOBOOOOOOOBOOOOOOOOOOO,W
